"prey","Base","Vec","Rab5GDP","Rab5GTP","Enr_GDP","Enr_GTP","sEnr_GDP","sEnr_GTP","p_GDP_Vec","p_GTP_Vec","p_GTP_GDP","p_GDP_GTP","p_GDP","p_GTP","Base_diUb","Vec_diUb","diUb1","Enr_diUb","sEnr_diUb","p_Bind_diUb","Base_diUb4","Vec_diUb4","di4spUb","Enr_diUb4","sEnr_diUb4","p_Bind_diUb4"
"Timm8a1",100.2,1,0.2,0,-2,-4.38,-1.93,-3.8,0.029,0,0.109,0.891,0.025,0,95.1,1,0.1,-2.79,-4.4,0.022,91.9,1,0,-4.38,-6.95,0.005
"Timm9",19.7,25.5,0.1,0,-7.73,-9,-2.22,-3.86,0.019,0,0.161,0.839,0.016,0,20.8,25.5,0.2,-6.99,-5.69,0.006,20.6,25.5,0,-9,-7.53,0.003
"Timp2",312.4,0.4,0.2,0.2,-0.63,-1.01,-1.98,-3.5,0.023,0,0.152,0.848,0.019,0,298.7,0.4,0.1,-1.42,-4.22,0.032,300.4,0.4,0,-3.01,-6.92,0.007
"Timp3",311.4,89.1,0.8,1243.2,-6.65,3.8,-2.25,-1.07,0.016,0.294,0.717,0.283,0.004,0.211,317.7,89.1,0,-10.8,-7.08,0.008,327.3,89.1,0,-10.8,-7.84,0.005
"Tinag",221.8,4.8,0.1,0.3,-4.68,-3.79,-2.12,-3.62,0.024,0,0.172,0.828,0.02,0,209.3,4.8,0,-6.6,-6.64,0.008,202.1,4.8,0,-6.6,-7.27,0.004
"Tinf2",30.6,0,0,0.2,0,2,-2.13,-3.1,0.021,0.003,0.292,0.708,0.015,0.001,0,0,0,0,0,0,0,0,0,0,0,0
"Tiparp",117.8,0.7,0.1,0.1,-1.97,-2.57,-1.99,-3.59,0.02,0,0.13,0.87,0.017,0,120.2,0.7,0,-3.9,-6.36,0.011,114.3,0.7,0.1,-2.86,-5.32,0.011
"Tipin",367.3,0.2,0.2,0.4,-0.2,0.51,-2.04,-3.26,0.021,0.001,0.201,0.799,0.016,0,382.8,0.2,0.1,-1.58,-4.7,0.022,368.6,0.2,0,-2.58,-6.87,0.004
"Tiprl",136.1,358,22.2,0.1,-4.01,-11.48,-2.04,-3.86,0.021,0,0.115,0.885,0.019,0,140.7,358,0.1,-11.8,-6.96,0.006,138.1,358,0.1,-11.77,-7.48,0.004
"Tirap",23.1,0.1,0,0,-1.1,-1.1,-2.11,-3.75,0.023,0,0.154,0.846,0.019,0,18.8,0.1,0,-1.1,-6,0.016,18.9,0.1,0,-1.1,-6.52,0.011
"Tjp1",290.7,736.5,0.6,2,-10.08,-8.52,-2.19,-3.85,0.021,0,0.145,0.855,0.018,0,273.2,736.5,0.3,-11.26,-6.72,0.006,293,736.5,0.1,-12.81,-7.64,0.004
"Tjp2",26.8,3.5,0.1,0,-4.89,-6.15,-2.15,-3.81,0.018,0,0.141,0.859,0.015,0,22.6,3.5,0,-6.15,-6.57,0.007,21.1,3.5,0,-6.15,-7.16,0.003
"Tkt",28.1,7.3,0,0,-7.19,-7.19,-2.22,-3.86,0.021,0,0.16,0.84,0.018,0,33.1,7.3,0,-7.19,-6.69,0.007,34.5,7.3,0,-7.19,-7.36,0.004
"Tktl1",5.6,0,0.1,0,1.26,0,-1.59,-3.73,0.075,0,0.09,0.91,0.068,0,0,0,0,0,0,0,0,0,0,0,0,0
"Tktl2",57.5,35.3,0.1,0.1,-8.2,-8.14,-2.24,-3.84,0.019,0,0.154,0.846,0.016,0,58.7,35.3,0,-9.46,-6.99,0.007,57.5,35.3,0,-9.46,-7.72,0.004
"Tlcd1",9,0,0,0.1,0,1.32,-2.1,-3.18,0.022,0.003,0.274,0.726,0.016,0.001,0,0,0,0,0,0,0,0,0,0,0,0
"Tle1",56.7,16.2,0.1,0.1,-7.08,-7.02,-2.17,-3.8,0.025,0,0.159,0.841,0.021,0,52.9,16.2,0,-8.34,-6.92,0.007,54.5,16.2,0,-8.34,-7.43,0.004
"Tle4",46.7,0.7,0.1,0,-2.73,-3.99,-2.03,-3.8,0.018,0,0.131,0.869,0.016,0,40.1,0.7,0,-3.99,-6.3,0.009,39.1,0.7,0,-3.99,-6.94,0.006
"Tlk1",184.4,3.9,0.6,0.2,-2.69,-3.84,-2.01,-3.64,0.022,0,0.137,0.863,0.019,0,192.6,3.9,0,-6.3,-6.77,0.01,183.6,3.9,0.1,-5.26,-6.05,0.004
"Tlk2",251.1,15.2,0.8,0.2,-4.22,-5.79,-2.1,-3.74,0.02,0,0.146,0.854,0.017,0,242.4,15.2,0,-8.25,-6.82,0.008,232,15.2,0,-8.25,-7.53,0.004
"Tln2",66.4,0.1,0.1,0,0.69,-1.23,-1.71,-3.77,0.044,0,0.095,0.905,0.04,0,80.2,0.1,0,-1.23,-5.94,0.014,78,0.1,0,-1.23,-6.64,0.01
"Tlr1",25,0.2,0,0,-2.48,-2.48,-2.12,-3.76,0.025,0,0.146,0.854,0.021,0,23.1,0.2,0,-2.48,-6.15,0.009,20.3,0.2,0,-2.48,-6.74,0.007
"Tlr3",60.9,0.2,0.1,0,-0.55,-2.48,-1.89,-3.76,0.03,0,0.109,0.891,0.027,0,53,0.2,0,-2.48,-6.15,0.007,55,0.2,0,-2.48,-6.72,0.008
"Tlr7",13.1,0,0.1,0,1.26,0,-1.66,-3.72,0.055,0,0.095,0.905,0.05,0,0,0,0,0,0,0,0,0,0,0,0,0
"Tm2d1",25.1,1.3,0,0,-4.71,-4.71,-2.2,-3.8,0.019,0,0.165,0.835,0.016,0,21.1,1.3,0,-4.71,-6.51,0.007,22.2,1.3,0,-4.71,-6.94,0.005
"Tm2d2",72.5,0.1,0.1,0,0.82,-1.1,-1.72,-3.75,0.048,0,0.086,0.914,0.044,0,73.5,0.1,0,-1.1,-5.93,0.014,77.7,0.1,0,-1.1,-6.55,0.009
"Tm4sf1",548.5,0.6,0.6,0.5,0.06,-0.38,-1.94,-3.42,0.025,0,0.156,0.844,0.021,0,563.1,0.6,0.2,-1.7,-4.28,0.026,558.2,0.6,0.4,-0.46,-3.84,0.046
"Tm6sf1",69.6,1.1,0.1,0.2,-2.65,-2.11,-2.06,-3.4,0.019,0,0.184,0.816,0.016,0,80.6,1.1,0,-4.58,-6.44,0.006,79.4,1.1,0.1,-3.54,-5.35,0.009
"Tm7sf3",33.3,133.4,0.1,539.3,-10.12,2.02,-2.21,-2.38,0.022,0.028,0.487,0.513,0.011,0.014,30,133.4,0,-11.38,-7.07,0.009,30,133.4,0,-11.38,-7.82,0.004
"Tm9sf2",446,0.3,0.6,0.8,0.78,1.17,-2,-3.2,0.027,0.001,0.203,0.797,0.021,0,437.6,0.3,0.1,-1.83,-4.76,0.021,459.8,0.3,0,-2.83,-6.92,0.006
"Tm9sf3",662.9,13.3,15.1,0.5,0.18,-4.54,-1.65,-3.75,0.039,0,0.072,0.928,0.036,0,641.4,13.3,0.1,-7.06,-6.15,0.005,641,13.3,0.4,-4.82,-5.42,0.006
"Tm9sf4",56.4,16.8,0.1,0,-7.13,-8.39,-2.19,-3.86,0.018,0,0.149,0.851,0.015,0,56.7,16.8,0,-8.39,-6.91,0.007,54.6,16.8,0,-8.39,-7.5,0.003
"Tma16",0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0.1,1.59,-2.59,0.192,0,0,0,0,0,0
"Tma7",60.9,0,0,0.2,0,2,-2.2,-3.14,0.018,0.003,0.292,0.708,0.013,0.001,0,0,0,0,0,0,0,0,0,0,0,0
"Tmbim1",70.6,2.8,0,0,-5.83,-5.83,-2.19,-3.78,0.019,0,0.158,0.842,0.016,0,73.3,2.8,0.1,-4.83,-5.35,0.008,84,2.8,0,-5.83,-7.08,0.004
"Tmbim4",53.8,0.1,0,0,-1.23,-1.23,-2.12,-3.7,0.02,0,0.151,0.849,0.017,0,53.4,0.1,0.1,0.36,-3.11,0.098,53.1,0.1,0,-1.23,-6.57,0.01
"Tmbim6",39.5,0.1,0.2,0,0.66,-1.72,-1.67,-3.76,0.046,0,0.074,0.926,0.043,0,33.7,0.1,0,-1.72,-6.06,0.014,37.1,0.1,0,-1.72,-6.62,0.006
"Tmbim7",403.4,0.7,0.6,0.2,-0.14,-1.9,-1.85,-3.62,0.029,0,0.103,0.897,0.026,0,408,0.7,0.1,-2.31,-4.59,0.019,417.4,0.7,0,-3.9,-7.03,0.004
"Tmc4",50.7,129,0,0.1,-11.33,-10.01,-2.23,-3.85,0.019,0,0.158,0.842,0.016,0,57.6,129,0.1,-9.75,-6.55,0.006,57.1,129,0,-11.33,-7.77,0.006
"Tmc5",5.7,5.8,0,0,-6.88,-6.88,-2.2,-3.82,0.018,0,0.157,0.843,0.015,0,7.4,5.8,0,-6.88,-6.67,0.008,5.6,5.8,0,-6.88,-7.22,0.005
"Tmc7",0,0,0,0,0,0,0,0,0,0,0,0,0,0,26.3,0,0.7,3.81,-0.94,0.385,0,0,0,0,0,0
"Tmcc1",111.2,0.8,0.2,0.1,-1.76,-2.81,-1.95,-3.62,0.024,0,0.123,0.877,0.021,0,120.1,0.8,0,-4.14,-6.4,0.009,114.7,0.8,0.1,-3.1,-5.35,0.009
"Tmcc3",27.8,26.6,0,0,-9.06,-9.06,-2.18,-3.86,0.022,0,0.148,0.852,0.019,0,22.5,26.6,0,-9.06,-7.01,0.008,24.1,26.6,0,-9.06,-7.64,0.004
"Tmco1",136.3,44.6,0.1,0.1,-8.54,-8.48,-2.22,-3.83,0.023,0,0.174,0.826,0.019,0,143.2,44.6,0.1,-8.8,-6.49,0.005,133.8,44.6,0,-9.8,-7.56,0.005
"Tmco2",146,0.1,0.3,0.6,1.77,2.47,-1.94,-3.02,0.024,0.002,0.238,0.762,0.018,0.001,141.9,0.1,0,-1.23,-6.02,0.015,133.2,0.1,0,-1.23,-6.56,0.01
"Tmco5",293.1,6.9,0.3,0.4,-4.11,-4.02,-2.12,-3.64,0.019,0,0.167,0.833,0.016,0,287.2,6.9,0.1,-5.52,-5.55,0.006,280.9,6.9,0,-7.11,-7.27,0.004
"Tmco5b",58.3,0,0.1,0,1.26,0,-1.72,-3.74,0.047,0,0.101,0.899,0.042,0,0,0,0,0,0,0,0,0,0,0,0,0
"Tmed10",365,29.6,1,1.1,-4.76,-4.66,-2.13,-3.67,0.021,0,0.164,0.836,0.017,0,356.5,29.6,0.2,-7.21,-5.87,0.005,374.3,29.6,0.5,-5.68,-5.57,0.005
"Tmed2",338.9,63.3,0,0.3,-10.31,-7.5,-2.22,-3.84,0.021,0,0.156,0.844,0.017,0,300.9,63.3,0.3,-7.72,-6.02,0.005,287.4,63.3,0,-10.31,-7.77,0.004
"Tmed3",94.5,0.1,0.1,0,0.69,-1.23,-1.73,-3.73,0.045,0,0.09,0.91,0.041,0,97.9,0.1,0,-1.23,-6.01,0.012,87.3,0.1,0,-1.23,-6.65,0.007
"Tmed4",156.1,117.5,0.1,1.7,-9.94,-6.11,-2.23,-3.71,0.019,0,0.173,0.827,0.016,0,147.8,117.5,0,-11.2,-7.11,0.008,145.2,117.5,0.1,-10.16,-7.21,0.003
"Tmed5",62.9,89.7,0,0,-10.81,-10.81,-2.19,-3.89,0.023,0,0.148,0.852,0.02,0,54.3,89.7,0.1,-9.81,-6.76,0.006,54.1,89.7,0.1,-9.77,-7.18,0.002
"Tmed7",464,102.3,1.4,0.7,-6.14,-7.14,-2.15,-3.83,0.022,0,0.15,0.85,0.019,0,442.5,102.3,0.1,-9.41,-6.48,0.006,444.9,102.3,0.1,-9.96,-7.29,0.002
"Tmed8",127.2,4.8,0.2,0,-4.21,-6.59,-2.12,-3.85,0.02,0,0.132,0.868,0.017,0,124.7,4.8,0.2,-4.26,-4.87,0.009,113.2,4.8,0,-6.59,-7.27,0.003
"Tmed9",47,330.9,0,0.2,-12.69,-10.69,-2.24,-3.83,0.021,0,0.163,0.837,0.018,0,41.4,330.9,0,-12.69,-7.29,0.008,40.5,330.9,0,-12.69,-7.95,0.006
"Tmeff1",72.5,10.9,0.2,0.1,-5.4,-6.45,-2.16,-3.75,0.021,0,0.16,0.84,0.018,0,69.7,10.9,0,-7.78,-6.8,0.008,74.5,10.9,0,-7.78,-7.43,0.004
"Tmem100",249.7,5.3,0.3,0.5,-3.75,-3.42,-2.13,-3.55,0.019,0,0.172,0.828,0.016,0,236.2,5.3,0,-6.75,-6.77,0.007,239.3,5.3,0,-6.75,-7.29,0.004
"Tmem106a",53.2,0,0.1,0,1.92,0,-1.64,-3.75,0.061,0,0.082,0.918,0.056,0,0,0,0,0,0,0,0,0,0,0,0,0
"Tmem106b",372,348.8,0.5,1.2,-9.34,-8.12,-2.21,-3.79,0.022,0,0.171,0.829,0.018,0,380.5,348.8,0.4,-9.6,-6.42,0.004,374.9,348.8,0.1,-11.73,-7.52,0.003
"Tmem106c",4.6,1.7,0,0,-5.14,-5.14,-2.16,-3.83,0.018,0,0.159,0.841,0.015,0,5.5,1.7,0,-5.14,-6.49,0.007,4.5,1.7,0,-5.14,-6.98,0.004
"Tmem116",38.5,0,0.1,0.1,1.26,1.32,-1.92,-3.42,0.026,0.001,0.167,0.833,0.022,0,0,0,0,0,0,0,0,0,0,0,0,0
"Tmem117",34.9,0,0.1,0,1.26,0,-1.69,-3.71,0.059,0,0.102,0.898,0.053,0,0,0,0,0,0,0,0,0,0,0,0,0
"Tmem123",331.7,67.1,0.3,0.8,-7.67,-6.26,-2.22,-3.74,0.02,0,0.168,0.832,0.016,0,301.5,67.1,0.1,-8.8,-6.34,0.004,285.6,67.1,0.1,-9.35,-7.14,0.002
"Tmem126a",14.3,0.1,0,0,-1.72,-1.72,-2.11,-3.7,0.022,0,0.155,0.845,0.019,0,15.3,0.1,0,-1.72,-5.97,0.012,10.6,0.1,0,-1.72,-6.51,0.012
"Tmem126b",239.8,0.4,0.2,0.3,-0.67,-0.24,-2.01,-3.36,0.02,0,0.182,0.818,0.016,0,241.8,0.4,0.2,-0.72,-3.65,0.045,240.6,0.4,0.1,-2.01,-5.1,0.014
"Tmem127",144.7,0.4,0.1,0.1,-1.31,-1.91,-1.97,-3.61,0.02,0,0.133,0.867,0.018,0,155.2,0.4,0,-3.23,-6.4,0.007,154.9,0.4,0.1,-2.19,-5.18,0.008
"Tmem128",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.9,0,0.1,1.04,-3.63,0.101
"Tmem129",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38.9,0,0.1,1.04,-3.84,0.088
"Tmem130",6.9,10.7,0,0,-7.75,-7.75,-2.21,-3.86,0.022,0,0.153,0.847,0.018,0,8.9,10.7,0.3,-5.16,-5.17,0.007,9.5,10.7,0,-7.75,-7.4,0.005
"Tmem131",36.7,0.1,0.1,0,0.03,-1.23,-1.81,-3.69,0.034,0,0.106,0.894,0.031,0,42,0.1,0.1,0.36,-3.18,0.084,42.9,0.1,0,-1.23,-6.57,0.008
"Tmem132b",50,0.1,0.1,0.1,-0.45,-0.39,-1.95,-3.45,0.025,0,0.15,0.85,0.022,0,45.1,0.1,0.1,-0.13,-3.25,0.078,45.1,0.1,0,-1.72,-6.64,0.009
"Tmem135",184.2,0.6,0.3,0.2,-0.92,-1.17,-1.98,-3.44,0.021,0,0.168,0.832,0.018,0,165.5,0.6,0,-3.64,-6.33,0.009,172.2,0.6,0.1,-2.6,-5.27,0.009
"Tmem138",72.9,4.5,0.2,0,-4.12,-6.49,-2.08,-3.8,0.019,0,0.126,0.874,0.017,0,78.1,4.5,0.1,-5.49,-5.68,0.006,76.1,4.5,0,-6.49,-7.18,0.003
"Tmem140",53.2,0.2,0.1,0.1,-0.29,-0.89,-1.9,-3.5,0.03,0,0.143,0.857,0.026,0,52.9,0.2,0.1,-1.21,-4.31,0.031,54.4,0.2,0,-2.21,-6.67,0.007
"Tmem141",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.3,0,0.1,1.04,-3.57,0.114
"Tmem144",45.3,0.1,0,0,-1.1,-1.1,-2.06,-3.72,0.027,0,0.146,0.854,0.023,0,46.1,0.1,0,-1.1,-5.98,0.014,56.7,0.1,0,-1.1,-6.66,0.009
"Tmem14a",85.8,1.4,0.1,0,-3.61,-4.87,-2.09,-3.8,0.023,0,0.133,0.867,0.02,0,89.7,1.4,0,-4.87,-6.48,0.008,89.7,1.4,0.1,-3.83,-5.48,0.007
"Tmem14c",20.2,109.7,0,0,-11.1,-11.1,-2.24,-3.9,0.015,0,0.145,0.855,0.013,0,22.4,109.7,0,-11.1,-7.09,0.008,23,109.7,0,-11.1,-7.69,0.005
"Tmem154",28.6,0.1,0,0,-1.23,-1.23,-2.1,-3.72,0.024,0,0.159,0.841,0.02,0,21,0.1,0,-1.23,-5.93,0.014,26.8,0.1,0,-1.23,-6.61,0.012
"Tmem164",88.1,6.2,0.1,0,-5.71,-6.98,-2.17,-3.84,0.02,0,0.146,0.854,0.017,0,88.2,6.2,0.1,-5.97,-5.79,0.008,93.4,6.2,0,-6.98,-7.43,0.004
"Tmem165",77.1,145.6,0,0.3,-11.51,-8.7,-2.21,-3.81,0.02,0,0.161,0.839,0.017,0,71.9,145.6,0,-11.51,-7.17,0.009,73.7,145.6,0,-11.51,-7.89,0.004
"Tmem167",520.5,1.1,0.7,0.8,-0.57,-0.47,-1.97,-3.33,0.021,0.001,0.17,0.83,0.017,0,540.9,1.1,0.1,-2.89,-4.85,0.013,526.1,1.1,0.1,-3.44,-5.7,0.007
"Tmem167b",74.7,0.1,0,0,-1.23,-1.23,-2.1,-3.72,0.026,0,0.163,0.837,0.022,0,71.3,0.1,0,-1.23,-6.02,0.013,66.4,0.1,0,-1.23,-6.53,0.01
"Tmem168",103.1,242.9,0.1,0,-10.32,-12.25,-2.2,-3.88,0.023,0,0.154,0.846,0.019,0,104.1,242.9,0.1,-11.24,-6.9,0.006,107.4,242.9,0,-12.25,-7.89,0.005
"Tmem170b",80.9,5.1,0.3,0,-3.69,-6.69,-2.03,-3.84,0.02,0,0.118,0.882,0.017,0,77.4,5.1,0,-6.69,-6.7,0.006,83.9,5.1,0.1,-5.65,-6.08,0.003
"Tmem173",66.8,75.7,0,0,-10.56,-10.56,-2.23,-3.89,0.018,0,0.159,0.841,0.016,0,70.8,75.7,0,-10.56,-7.2,0.007,74.2,75.7,0,-10.56,-7.75,0.004
"Tmem174",172.6,0.1,0.2,0.2,0.57,0.2,-1.91,-3.39,0.026,0,0.149,0.851,0.022,0,193.1,0.1,0.1,-0.8,-4.44,0.028,190.7,0.1,0,-1.8,-6.69,0.007
"Tmem175",54.9,0,0.1,0.2,1.92,2,-1.92,-3.33,0.031,0.001,0.175,0.825,0.025,0,0,0,0,0,0,0,0,0,0,0,0,0
"Tmem176a",50.9,0.1,0.1,0,0.03,-1.23,-1.84,-3.73,0.035,0,0.113,0.887,0.031,0,47.3,0.1,0,-1.23,-6.02,0.014,46.5,0.1,0.1,-0.19,-4.23,0.041
"Tmem176b",122.9,0.1,0.1,0.2,0.12,0.2,-1.94,-3.36,0.022,0.001,0.171,0.829,0.019,0,133,0.1,0,-1.8,-6.14,0.012,129.2,0.1,0.1,-0.76,-4.64,0.026
"Tmem177",31.2,0,0.1,0,1.92,0,-1.57,-3.72,0.07,0,0.089,0.911,0.064,0,0,0,0,0,0,0,0,0,0,0,0,0
"Tmem178",65.8,0,0.2,0.1,2.38,1.32,-1.71,-3.51,0.047,0,0.112,0.888,0.041,0,0,0,0,0,0,0,63.7,0,0.2,2.06,-2.85,0.155
"Tmem18",75.3,0.1,0,0,-1.23,-1.23,-2.12,-3.73,0.024,0,0.155,0.845,0.02,0,80.8,0.1,0,-1.23,-6.09,0.011,86.2,0.1,0,-1.23,-6.72,0.01
"Tmem181a",20.5,0.3,0,0,-2.97,-2.97,-2.13,-3.77,0.023,0,0.148,0.852,0.019,0,20.1,0.3,0,-2.97,-6.17,0.013,20.5,0.3,0,-2.97,-6.86,0.005
"Tmem183a",241.3,11.2,0.5,0.2,-4.38,-5.35,-2.1,-3.74,0.021,0,0.141,0.859,0.018,0,229.5,11.2,0,-7.81,-6.85,0.006,232.6,11.2,0,-7.81,-7.42,0.005
"Tmem184c",69.5,0,0,0.1,0,1.32,-2.13,-3.3,0.024,0.001,0.242,0.758,0.018,0,72.9,0,0.2,2,-2.66,0.169,0,0,0,0,0,0
"Tmem185b",21.5,0.1,0,0,-1.23,-1.23,-2.09,-3.7,0.025,0,0.152,0.848,0.021,0,20.3,0.1,0,-1.23,-5.98,0.014,18.3,0.1,0,-1.23,-6.56,0.009
"Tmem186",69.9,0,0,0.2,0,2,-2.17,-3.09,0.024,0.003,0.302,0.698,0.017,0.001,0,0,0,0,0,0,0,0,0,0,0,0
"Tmem19",134.4,0.1,0,0,-1.23,-1.23,-2.1,-3.74,0.024,0,0.147,0.853,0.021,0,125.3,0.1,0.1,-0.23,-4.18,0.042,121.1,0.1,0.1,-0.19,-4.43,0.038
"Tmem190",17.1,2.3,0,0,-5.52,-5.52,-2.2,-3.8,0.019,0,0.152,0.848,0.017,0,15.3,2.3,0,-5.52,-6.54,0.008,16.1,2.3,0,-5.52,-7.1,0.006
"Tmem194",275.7,7.8,1,0.3,-2.84,-4.48,-2.04,-3.68,0.023,0,0.138,0.862,0.02,0,272.2,7.8,0.2,-5.29,-5.27,0.007,275.4,7.8,0.1,-6.25,-6.38,0.003
"Tmem194b",24.4,0.1,0,0,-1.23,-1.23,-2.12,-3.69,0.021,0,0.159,0.841,0.018,0,32.3,0.1,0,-1.23,-5.94,0.015,30.6,0.1,0,-1.23,-6.57,0.01
"Tmem198b",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.8,0,0.1,1.04,-3.53,0.113
"Tmem199",63.6,0,0.1,0,1.92,0,-1.64,-3.72,0.06,0,0.09,0.91,0.055,0,0,0,0,0,0,0,0,0,0,0,0,0
"Tmem2",115.5,0.1,0.1,0,0.82,-1.1,-1.73,-3.78,0.043,0,0.086,0.914,0.039,0,121.8,0.1,0,-1.1,-6.14,0.016,120.6,0.1,0.1,-0.06,-4.48,0.032
"Tmem200a",25.3,4,0,0,-6.34,-6.34,-2.15,-3.84,0.023,0,0.148,0.852,0.02,0,28.8,4,0,-6.34,-6.7,0.008,28.8,4,0,-6.34,-7.17,0.004
"Tmem202",105.8,0.1,0.1,0.2,0.69,0.77,-1.97,-3.32,0.021,0.001,0.181,0.819,0.018,0,102.8,0.1,0.1,0.36,-3.59,0.066,109.2,0.1,0,-1.23,-6.65,0.01
"Tmem204",22.4,0.1,0,0,-1.1,-1.1,-2.06,-3.7,0.025,0,0.151,0.849,0.021,0,18.4,0.1,0,-1.1,-5.94,0.015,16.3,0.1,0,-1.1,-6.55,0.01
"Tmem206",0,0,0,0,0,0,0,0,0,0,0,0,0,0,39.4,0,0.1,1,-3.39,0.104,0,0,0,0,0,0
"Tmem207",44,0.1,0.1,0,0.21,-1.72,-1.78,-3.77,0.04,0,0.088,0.912,0.036,0,41,0.1,0.1,-0.71,-3.96,0.047,52.4,0.1,0,-1.72,-6.69,0.008
"Tmem209",49.5,17.3,0,0,-8.44,-8.44,-2.22,-3.89,0.021,0,0.146,0.854,0.018,0,52,17.3,0,-8.44,-6.9,0.008,54.3,17.3,0,-8.44,-7.51,0.004
"Tmem214",3.4,0.8,0,0,-4.1,-4.1,-2.17,-3.8,0.017,0,0.162,0.838,0.014,0,5.3,0.8,0,-4.1,-6.49,0.009,1.7,0.8,0,-4.1,-6.79,0.009
"Tmem216",122.7,0.1,0.1,0.3,0.16,1.71,-2.04,-3.11,0.023,0.001,0.245,0.755,0.017,0,122.5,0.1,0,-1.1,-6.09,0.013,125.9,0.1,0,-1.1,-6.65,0.01
"Tmem217",46.1,4.7,0.1,0,-5.31,-6.57,-2.13,-3.84,0.023,0,0.136,0.864,0.019,0,54.8,4.7,0,-6.57,-6.73,0.006,51.9,4.7,0.1,-5.53,-6.14,0.003
"Tmem218",53.2,0.5,0,0,-3.56,-3.56,-2.18,-3.71,0.022,0,0.165,0.835,0.019,0,65.5,0.5,0,-3.56,-6.31,0.012,61.4,0.5,0,-3.56,-6.94,0.006
"Tmem222",35.1,0.1,0,0,-1.23,-1.23,-2.11,-3.71,0.023,0,0.161,0.839,0.02,0,38.1,0.1,0,-1.23,-6.01,0.014,38.6,0.1,0,-1.23,-6.56,0.009
"Tmem225",555.5,15.9,1.5,0.5,-3.33,-4.79,-2.07,-3.68,0.021,0,0.133,0.867,0.019,0,556.2,15.9,0.2,-6.32,-5.67,0.006,559.8,15.9,0.1,-7.28,-6.6,0.003
"Tmem229a",225,629.2,0.2,0,-11.24,-13.62,-2.24,-3.85,0.019,0,0.158,0.842,0.016,0,218.5,629.2,0,-13.62,-7.33,0.008,218.3,629.2,0.1,-12.58,-7.61,0.005
"Tmem229b",37,7.2,0.1,0,-5.92,-7.18,-2.18,-3.88,0.016,0,0.131,0.869,0.014,0,41.8,7.2,0,-7.18,-6.89,0.005,42.9,7.2,0,-7.18,-7.29,0.004
"Tmem230",176.6,82.9,0.1,0.3,-9.44,-7.89,-2.19,-3.76,0.018,0,0.16,0.84,0.015,0,196.5,82.9,0.3,-8.11,-6.11,0.006,190.2,82.9,0.1,-9.66,-7.16,0.002
"Tmem232",86,0.1,0.2,0,0.66,-1.72,-1.73,-3.77,0.04,0,0.08,0.92,0.036,0,70.2,0.1,0,-1.72,-6.1,0.014,72,0.1,0,-1.72,-6.76,0.009
"Tmem237",64.9,0,0.1,0,1.26,0,-1.78,-3.72,0.042,0,0.101,0.899,0.037,0,0,0,0,0,0,0,61,0,0.1,1.04,-3.97,0.073
"Tmem242",46.8,0.1,0,0,-1.1,-1.1,-2.1,-3.73,0.022,0,0.154,0.846,0.019,0,52.5,0.1,0,-1.1,-6.03,0.013,52.6,0.1,0,-1.1,-6.63,0.01
"Tmem243",57.5,0,0.1,0.2,1.26,2,-2.04,-3.27,0.021,0.001,0.213,0.787,0.017,0,0,0,0,0,0,0,0,0,0,0,0,0
"Tmem248",167,0,0.2,0.5,2.38,3.53,-2,-3.14,0.019,0.001,0.233,0.767,0.015,0,0,0,0,0,0,0,0,0,0,0,0,0
"Tmem252",34.7,60,38.6,0,-0.63,-10.23,-1.66,-3.91,0.048,0,0.07,0.93,0.045,0,31.3,60,0,-10.23,-7.04,0.007,35.3,60,0,-10.23,-7.76,0.006
"Tmem254a",219,0.2,0,0,-2.15,-2.15,-2.16,-3.76,0.026,0,0.162,0.838,0.022,0,230.1,0.2,0,-2.15,-6.21,0.01,221.9,0.2,0,-2.15,-6.75,0.007
"Tmem254b",215.8,0.3,0,0,-2.97,-2.97,-2.15,-3.72,0.018,0,0.161,0.839,0.015,0,231.2,0.3,0,-2.97,-6.42,0.011,222.1,0.3,0,-2.97,-6.83,0.008
"Tmem254c",213.2,0.3,0,0,-2.97,-2.97,-2.15,-3.76,0.024,0,0.156,0.844,0.02,0,229.8,0.3,0,-2.97,-6.39,0.009,221.4,0.3,0,-2.97,-6.91,0.007
"Tmem255a",77.3,1.9,0.1,0,-3.35,-5.27,-2.08,-3.84,0.022,0,0.125,0.875,0.019,0,68.7,1.9,0,-5.27,-6.44,0.008,72.6,1.9,0,-5.27,-7.14,0.004
"Tmem26",0,0,0,0,0,0,0,0,0,0,0,0,0,0,27.1,0,0.1,1.59,-2.9,0.144,0,0,0,0,0,0
"Tmem260",14.1,0,0.1,0,1.26,0,-1.66,-3.71,0.062,0,0.092,0.908,0.056,0,0,0,0,0,0,0,0,0,0,0,0,0
"Tmem261",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.9,0,-4.18,-6.88,0.006
