"","ROC_AUC_Borda","ROC_AUC_Specificity","ROC_AUC_in_frame","ROC_AUC_SNR","PR_AUC_Borda","PR_AUC_Specificity","PR_AUC_in_frame","PR_AUC_SNR"
"1",0.61,0.64,0.74,0.44,0.49210670938885,0.666486145771658,0.519584062930232,0.520616521343005
