"prey","bait","Enrichment_score","Specificity_score","Sum_scores","Borda_scores"
"ho::NatMX_PDR5-F[3]","DMSO",0.751402777777778,0.0139056,0.765308377777778,1.94552529182879
"ho::NatMX_PDR5-F[3]","FK506",0.883296,0.364340484429066,1.24763648442907,6.28930817610063
"ho::NatMX_PDR5-F[3]","H2O2",0.714972,0,0.714972,1.69779286926995
"ho::NatMX_PDR5-F[3]","NaCl",0.845296,0.29294,1.138236,4.65116279069767
"ho::NatMX_PRS3-F[3]","CuSO4",0.698648,0.122829112426036,0.821477112426035,2.3696682464455
"ho::NatMX_PRS3-F[3]","DMSO",0.757683333333333,0.032754375,0.790437708333333,2.0703933747412
"ho::NatMX_PRS3-F[3]","FK506",0.901296,0.400440555555556,1.30173655555556,7.75193798449612
"ho::NatMX_PRS3-F[3]","H2O2",0.684324,0,0.684324,1.65289256198347
"ho::NatMX_PRS3-F[3]","NaCl",0.862972,0.368751833910035,1.23172383391003,6.02409638554217
"ho::NatMX_RPB9-F[3]","CuSO4",0.639296,0.0226524691358025,0.661948469135802,1.79856115107914
"ho::NatMX_RPB9-F[3]","DMSO",0.533296,0,0.533296,1.46627565982405
"ho::NatMX_RPB9-F[3]","FK506",0.655296,0.10137937716263,0.75667537716263,2.14592274678112
"ho::NatMX_RPB9-F[3]","H2O2",0.64962,0.267730625,0.917350625,2.98507462686567
"ho::NatMX_RPB9-F[3]","NaCl",0.57562,0.0230734567901235,0.598693456790123,1.70648464163823
"ho::NatMX_SHR3-F[3]","CuSO4",0.462648,0,0.462648,1.39275766016713
"ho::NatMX_SHR3-F[3]","DMSO",0.734648,0.134940495867769,0.869588495867769,2.59067357512953
"ho::NatMX_SHR3-F[3]","FK506",0.81362,0.317390487514863,1.13101048751486,4.71698113207547
"ho::NatMX_SHR3-F[3]","H2O2",0.630324,0.113173827160494,0.743497827160494,2.14592274678112
"ho::NatMX_SHR3-F[3]","NaCl",0.785296,0.435068888888889,1.22036488888889,5.71428571428571
"ho::NatMX_SNQ2-F[3]","CuSO4",0.334648,0,0.334648,1.27713920817369
"ho::NatMX_SNQ2-F[3]","DMSO",0.344324,0.150057851239669,0.494381851239669,1.75438596491228
"ho::NatMX_SNQ2-F[3]","FK506",0.419296,0.330535537190083,0.749831537190083,2.48138957816377
"ho::NatMX_SNQ2-F[3]","H2O2",0.409296,0.373119012345679,0.782415012345679,2.55754475703325
"ho::NatMX_SNQ2-F[3]","NaCl",0.374972,0.172584196597353,0.547556196597354,1.85185185185185
"HOM3-F[1,2]_DBP2-F[3]","CuSO4",0.522648,0.00497777777777778,0.527625777777778,1.57232704402516
"HOM3-F[1,2]_DBP2-F[3]","DMSO",0.464972,0.0751640236686391,0.540136023668639,1.69491525423729
"HOM3-F[1,2]_DBP2-F[3]","FK506",0.541296,0,0.541296,1.46842878120411
"HOM3-F[1,2]_DBP2-F[3]","H2O2",0.501683333333333,0.173873119092628,0.675556452425961,2.10084033613445
"HOM3-F[1,2]_DBP2-F[3]","NaCl",0.505122222222222,0.140404938271605,0.645527160493827,2.01207243460765
"HOM3-F[1,2]_FPR1-F[3]","CuSO4",0.962972,0.197192941176471,1.16016494117647,4.46428571428571
"HOM3-F[1,2]_FPR1-F[3]","DMSO",0.965296,0.296889,1.262185,6.5359477124183
"HOM3-F[1,2]_FPR1-F[3]","FK506",0.868972,0,0.868972,1.93050193050193
"HOM3-F[1,2]_FPR1-F[3]","H2O2",0.960648,0.242873130193906,1.20352113019391,5.05050505050505
