"","ROC_AUC_Borda","ROC_AUC_Specificity","ROC_AUC_Enrichment","ROC_AUC_BGF_Y2H","PR_AUC_Borda","PR_AUC_Specificity","PR_AUC_Enrichment","PR_AUC_BGF_Y2H","sample"
"1",0.69,0.56,0.75,0.88,0.48812008411048,0.347800180986614,0.705746101797291,0.845767445737756,"PPiSeq"
