"","bait","prey","Enrichment_score","Specificity_score","Sum_scores","Borda_scores","interactor","Fitness_Score"
"174","DMSO","HOM3-F[1,2]_SHR3-F[3]",0.725296,0.350997916666667,1.07629391666667,4.08163265306122,0,0.0222400882560042
"175","DMSO","HOM3-F[1,2]_SNQ2-F[3]",0.218324,0.0182816,0.2366056,1.29032258064516,0,-0.08408787671513
"176","DMSO","IMD3-F[1,2]_DBP2-F[3]",0.358972,0.359719183673469,0.718691183673469,2.3696682464455,0,-0.133802002150724
"177","DMSO","IMD3-F[1,2]_FPR1-F[3]",0.770324,0,0.770324,1.73310225303293,0,0.0286368997535772
"178","DMSO","IMD3-F[1,2]_ho::HphMX",0.000280555555555556,0,0.000280555555555556,1.03842159916926,0,NA
"179","DMSO","IMD3-F[1,2]_HXT1-F[3]",0.196324,0.0806004733727811,0.276924473372781,1.39664804469274,0,-0.101915534351604
"180","DMSO","IMD3-F[1,2]_IMD3-F[3]",0.995296,0.197034048442907,1.19233004844291,4.78468899521531,1,1.0783443246914
"181","DMSO","IMD3-F[1,2]_IMD3-F[3]",0.995296,0.197034048442907,1.19233004844291,4.78468899521531,1,1.0783443246914
"182","DMSO","IMD3-F[1,2]_PDR5-F[3]",0.028972,0.114362962962963,0.143334962962963,1.30548302872063,0,-0.220610216767353
"183","DMSO","IMD3-F[1,2]_PRS3-F[3]",0.292324,0,0.292324,1.21802679658953,0,-0.124675720098868
"184","DMSO","IMD3-F[1,2]_RPB9-F[3]",0.468648,0,0.468648,1.36239782016349,0,-0.15953560904346
"185","DMSO","IMD3-F[1,2]_SHR3-F[3]",0.769296,0,0.769296,1.70940170940171,0,-0.0240181120499
"186","DMSO","IMD3-F[1,2]_SNQ2-F[3]",0.208324,0.0360459259259259,0.244369925925926,1.3262599469496,0,-0.157594628346881
"187","DMSO","PRS3-F[1,2]_DBP2-F[3]",0.584972,0.10377937716263,0.68875137716263,2.00803212851406,0,0.00378472332944396
"188","DMSO","PRS3-F[1,2]_FPR1-F[3]",0.816972,0.0981806228373703,0.91515262283737,2.56410256410256,0,0.11770824925373
"189","DMSO","PRS3-F[1,2]_ho::HphMX",0.20362,0.116366627218935,0.319986627218935,1.4792899408284,0,NA
"190","DMSO","PRS3-F[1,2]_HXT1-F[3]",0.325296,0.0779457988165681,0.403241798816568,1.52439024390244,0,0.052514112874018
"191","DMSO","PRS3-F[1,2]_IMD3-F[3]",0.23762,0,0.23762,1.16686114352392,0,0.00926363363774222
"192","DMSO","PRS3-F[1,2]_PDR5-F[3]",0.169296,0.0592221487603306,0.228518148760331,1.32978723404255,0,0.0677178965421004
"193","DMSO","PRS3-F[1,2]_PRS3-F[3]",0.970648,0.0680049382716049,1.0386529382716,2.91545189504373,1,0.936990187241653
"194","DMSO","PRS3-F[1,2]_PRS3-F[3]",0.970648,0.0680049382716049,1.0386529382716,2.91545189504373,1,0.936990187241653
"195","DMSO","PRS3-F[1,2]_RPB9-F[3]",0.66162,0.211689795918367,0.873309795918367,2.74725274725275,0,0.0600216156259472
"196","DMSO","PRS3-F[1,2]_SHR3-F[3]",0.38162,0.0254314814814815,0.407051481481482,1.47710487444609,0,0.0949404433258729
"197","DMSO","PRS3-F[1,2]_SNQ2-F[3]",0.211296,0.195179410430839,0.406475410430839,1.65837479270315,0,-0.0376653092503156
"198","DMSO","SHR3-F[1,2]_DBP2-F[3]",0.556324,0.0237783950617284,0.580102395061728,1.68634064080944,0,0.0433148487694109
"199","DMSO","SHR3-F[1,2]_FPR1-F[3]",0.906972,0.136961570247934,1.04393357024793,3.35570469798658,0,0.0404938797959092
"200","DMSO","SHR3-F[1,2]_ho::HphMX",0.616324,0.324442644628099,0.940766644628099,3.26797385620915,0,NA
"201","DMSO","SHR3-F[1,2]_HXT1-F[3]",0.512972,0,0.512972,1.37362637362637,1,0.0965513113407185
"202","DMSO","SHR3-F[1,2]_IMD3-F[3]",0.792648,0,0.792648,1.69779286926995,0,-0.109426431324854
"203","DMSO","SHR3-F[1,2]_PDR5-F[3]",0.710648,0.108006419753086,0.818654419753086,2.32558139534884,0,0.00555347310326031
"204","DMSO","SHR3-F[1,2]_PRS3-F[3]",0.499402777777778,0,0.499402777777778,1.3550135501355,0,-0.000708887290923262
"205","DMSO","SHR3-F[1,2]_RPB9-F[3]",0.508648,0.314745555555556,0.823393555555555,2.7027027027027,0,0.0222332417296603
"206","DMSO","SHR3-F[1,2]_SHR3-F[3]",0.984972,0.174501625708885,1.15947362570888,4.29184549356223,1,1.00810875743071
"207","DMSO","SHR3-F[1,2]_SHR3-F[3]",0.984972,0.174501625708885,1.15947362570888,4.29184549356223,1,1.00810875743071
"208","DMSO","SHR3-F[1,2]_SNQ2-F[3]",0.274648,0.043625,0.318273,1.40252454417952,0,-0.0615214099363541
"209","DMSO","TPO1-F[1,2]_DBP2-F[3]",0.406972,0.316411652794293,0.723383652794293,2.38663484486873,0,-0.0376022245062714
"210","DMSO","TPO1-F[1,2]_FPR1-F[3]",0.782324,0.00422222222222222,0.786546222222222,1.9723865877712,0,-0.081297536705589
