"","bait","prey","Enrichment_score","Specificity_score","Sum_scores","Borda_scores","DEEPN_score","interactor"
"37","di4spUb","1700013G24Rik",0,0.189626320103953,0.189626320103953,3.26671640934397,0,NA
"38","di4spUb","1700013H16Rik",0,0.131956036836329,0.131956036836329,2.3817215550069,0.006,0
"39","di4spUb","1700015E13Rik",0,0.157006439530311,0.157006439530311,2.7098985859163,0.083,0
"40","di4spUb","1700015F17Rik",0,0.146220707271169,0.146220707271169,2.56505475686151,0.037,0
"41","di4spUb","1700015G11Rik",0,0.15796864252765,0.15796864252765,2.7224720176026,0.024,0
"42","di4spUb","1700016D06Rik",0,0.148864822305305,0.148864822305305,2.59842951059167,0.011,0
"43","di4spUb","1700016H13Rik",0,0.184843836715306,0.184843836715306,3.1686894555172,0,NA
"44","di4spUb","1700017N19Rik",0,0.128493417669564,0.128493417669564,2.34405502244553,0.051,0
"45","di4spUb","1700018C11Rik",0,0.154573513402978,0.154573513402978,2.67299112384352,0.005,0
"46","di4spUb","1700018F24Rik",0,0.00529713633888513,0.00529713633888513,1.88638472756198,0.007,0
"47","di4spUb","1700019B03Rik",0,0.18460327651095,0.18460327651095,3.16006884681583,0,NA
"48","di4spUb","1700019D03Rik",0,0.13583274243742,0.13583274243742,2.41928079571538,0.015,0
"49","di4spUb","1700019G17Rik",0,0.133658002189484,0.133658002189484,2.39565620001684,0.057,0
"50","di4spUb","1700019N19Rik",0,0.13828940353526,0.13828940353526,2.45613429422172,0.008,0
"51","di4spUb","1700020D05Rik",0,0.160520713384105,0.160520713384105,2.75542215336948,0.008,0
"52","di4spUb","1700020N15Rik",0,0.192068487908331,0.192068487908331,3.33779028852921,0,NA
"53","di4spUb","1700021F05Rik",0,0.183911227826426,0.183911227826426,3.14487788705934,0,NA
"54","di4spUb","1700022I11Rik",0,0.153980959848252,0.153980959848252,2.6609939688625,0.009,0
"55","di4spUb","1700023E05Rik",0,0.178831698999491,0.178831698999491,3.05016077170418,0,NA
"56","di4spUb","1700024P04Rik",0,0.186158116856177,0.186158116856177,3.18767852142257,0,NA
"57","di4spUb","1700025F22Rik",0,0.132167315293962,0.132167315293962,2.37784090909091,0.007,0
"58","di4spUb","1700025G04Rik",0,0.148553843445827,0.148553843445827,2.58862054850594,0.008,0
"59","di4spUb","1700026L06Rik",0,0.145017971240472,0.145017971240472,2.54282267792521,0.008,0
"60","di4spUb","1700028P14Rik",0,0.130324497635718,0.130324497635718,2.35725823151791,0.007,0
"61","di4spUb","1700029F12Rik",0,0.175265172854074,0.175265172854074,2.98301886792453,0,NA
"62","di4spUb","1700029H14Rik",0.595858358457936,0.638047129852065,1.23390548831,43.5137614678899,0.434,0
"63","di4spUb","1700029J07Rik",0,0.15563357401483,0.15563357401483,2.68029197080292,0.01,0
"64","di4spUb","1700030F18Rik",0,0.169616710381725,0.169616710381725,2.88825738353801,0.112,0
"65","di4spUb","1700034E13Rik",0,0.183142313318643,0.183142313318643,3.12313432835821,0,NA
"66","di4spUb","1700034F02Rik",0,0.159018617893638,0.159018617893638,2.72664558781259,0.096,0
"67","di4spUb","1700034J05Rik",0,0.131392627615974,0.131392627615974,2.36656964656965,0.143,0
"68","di4spUb","1700034O15Rik",0,0.18263153285584,0.18263153285584,3.11220472440945,0,NA
"69","di4spUb","1700040L02Rik",0,0.128833810740196,0.128833810740196,2.33981500513875,0.014,0
"70","di4spUb","1700049G17Rik",0,0.155387197622569,0.155387197622569,2.67437270933183,0.01,0
"71","di4spUb","1700056E22Rik",0,0.192068487908331,0.192068487908331,3.32492113564669,0,NA
"72","di4spUb","1700057G04Rik",0,0.130582709750964,0.130582709750964,2.35647745621662,0.006,0
"73","di4spUb","1700066B19Rik",0,0.169059309485941,0.169059309485941,2.87570735650768,0.008,0
"74","di4spUb","1700067P10Rik",0,0.170432275902923,0.170432275902923,2.8961937716263,0.144,0
"75","di4spUb","1700080O16Rik",0,0.132918527587769,0.132918527587769,2.37913305187476,0.026,0
"76","di4spUb","1700084C01Rik",0,0.16669095926501,0.16669095926501,2.83643974882886,0.112,0
"77","di4spUb","1700088E04Rik",0,0.163686999021556,0.163686999021556,2.790273556231,0.006,0
"78","di4spUb","1700093K21Rik",0,0.128153024598933,0.128153024598933,2.32956777996071,0.009,0
"79","di4spUb","1700094D03Rik",0,0.151692789698733,0.151692789698733,2.62008009943378,0.008,0
"80","di4spUb","1700102P08Rik",0,0.158179830777607,0.158179830777607,2.70796460176991,0.011,0
"81","di4spUb","1700109H08Rik",0,0.17425210897582,0.17425210897582,2.95560056083502,0,NA
"82","di4spUb","1700113H08Rik",0,0.131040496853252,0.131040496853252,2.35735586481113,0.02,0
"83","di4spUb","1700125H20Rik",0,0.192068487908331,0.192068487908331,3.31601025402004,0,NA
"84","di4spUb","1700129C05Rik",0,0.129362006884278,0.129362006884278,2.33971881937022,0.065,0
"85","di4spUb","1810011H11Rik",0,0.187384387166186,0.187384387166186,3.19232710752145,0,NA
"86","di4spUb","1810011O10Rik",0,0.181753383696879,0.181753383696879,3.08537973654253,0,NA
"87","di4spUb","1810022K09Rik",0,0.192068487908331,0.192068487908331,3.31330771917569,0,NA
"88","di4spUb","1810024B03Rik",0,0.188733989560046,0.188733989560046,3.21777476255088,0,NA
"89","di4spUb","1810030O07Rik",0,0.152033131638091,0.152033131638091,2.6199594918063,0.03,0
