"","ROC_AUC_Borda","ROC_AUC_Specificity","ROC_AUC_Enrichment","ROC_AUC_DEEPN","PR_AUC_Borda","PR_AUC_Specificity","PR_AUC_Enrichment","PR_AUC_DEEPN","sample"
"1",0.48,0.56,0.5,0.36,0.407471082376111,0.486272210560195,0.424190772315325,0.36791399913661,"DEEPN"
