"prey","bait","Enrichment_score","Specificity_score","Sum_scores","Borda_scores"
"Rad50","di4spUb",0,0.147875221343673,0.147875221343673,1.40867240867241
"Rad50","Rab5GDP",0,0.44025945105059,0.44025945105059,2.33837304847987
"Rad50","Rab5GTP",0.0203890956673452,0.278491698777677,0.298880794445022,4.35137614678899
"Rad51ap1","diUb1",0.782765638726068,0.496176307023388,1.27894194574946,18.8901427149021
"Rad51ap1","EMPTY",0.694943891958257,0.635661586218536,1.33060547817679,47.9898819561551
"Rad51ap1","Rab5GTP",0,0.0872975874263195,0.0872975874263195,1.30087767416347
"Rad51b","di4spUb",0,0.192068487908331,0.192068487908331,1.59688008529263
"Rad51b","Rab5GDP",0,0.255170500287522,0.255170500287522,1.73371104815864
"Rad51b","Rab5GTP",0.290331802271713,0.382673924192516,0.67300572646423,8.54466296351899
"Rad51c","EMPTY",0.712100260896255,0.640039886616645,1.3521401475129,53.7450424929178
"Rad51c","Rab5GDP",0,0.338171397356411,0.338171397356411,2.01237492486653
"Rad51c","Rab5GTP",0,0.0923674797888506,0.0923674797888506,1.30712169579496
"Rad52","di4spUb",0,0.192068487908331,0.192068487908331,1.59665610009257
"Rad52","Rab5GDP",0,0.311900818823487,0.311900818823487,1.90348148891341
"Rad52","Rab5GTP",0.290331802271713,0.382673924192516,0.67300572646423,8.54209815398469
"Rae1","EMPTY",0,0.601694111870952,0.601694111870952,2.6233407079646
"Rae1","Rab5GDP",0,0.127657105437,0.127657105437,1.33202274801657
"Rae1","Rab5GTP",0,0.0462087299597431,0.0462087299597431,1.24384807028279
"Raf1","di4spUb",0,0.00811485225477787,0.00811485225477787,1.17916632137234
"Raf1","Rab5GDP",0,0.220060990663435,0.220060990663435,1.65342939313831
"Raf1","Rab5GTP",0,0.192500517964028,0.192500517964028,1.60725177905795
"Rag1","EMPTY",0.411494920494024,0.595543638434301,1.00703855892833,22.4609313338595
"Rag1","Rab5GDP",0,0.294565634265595,0.294565634265595,1.84654316581773
"Rag1","Rab5GTP",0,0.086040200771022,0.086040200771022,1.29891825277283
"Rai14","di4spUb",0,0.136383878817365,0.136383878817365,1.35990251594868
"Rai14","Rab5GDP",0,0.0802651717568405,0.0802651717568405,1.29093424663748
"Rai14","Rab5GTP",0,0.245043559221322,0.245043559221322,1.70785572826022
"Rai2","di4spUb",0,0.186158116856177,0.186158116856177,1.57048646560525
"Rai2","Rab5GDP",0,0.406056175623791,0.406056175623791,2.27919269581932
"Rai2","Rab5GTP",0,0.371102506114806,0.371102506114806,2.16098412939479
"Rala","EMPTY",0,0.586616422733975,0.586616422733975,2.58462376822124
"Rala","Rab5GDP",0,0.119621725301412,0.119621725301412,1.32618775776499
"Rala","Rab5GTP",0,0.0445984138859369,0.0445984138859369,1.24086509113107
