"","ROC_AUC_Borda","ROC_AUC_Specificity","ROC_AUC_Enrichment","ROC_AUC_BGF_Y2H","PR_AUC_Borda","PR_AUC_Specificity","PR_AUC_Enrichment","PR_AUC_BGF_Y2H","sample"
"1",0.37,0.35,0.37,0.18,0.794530766991487,0.800839512695574,0.789393510311647,0.765697136386657,"BGF_Y2H"
